0,0,0
0.41,0,0
0.81,0,0
1.08,1,0
1.35,1,0
1.62,0,0
1.82,0,0
2.03,1,0
2.43,1,0
2.70,1,0
2.97,0,0
3.24,0,0
3.65,0,0
4.05,0,0
4.32,1,0
4.59,1,0
4.86,0,0
5.07,0,0
5.27,1,0
5.68,1,0
5.98,1,0
6.28,0,0
6.49,0,0
6.89,0,0
7.30,0,0
7.57,1,0
7.84,1,0
8.11,0,0
8.31,0,0
8.51,1,0
8.92,1,0,1
9.19,1,0
9.46,0,0
9.73,0,0
10.14,0,0
10.54,0,0
10.81,1,0
11.08,1,0,1
11.35,0,0
11.55,0,0
11.76,1,0
12.16,1,0
12.43,1,0
12.70,0,0
13.18,1,14.59
14.80,1,0
15,0,0
15.20,1,0
15.41,0,0
15.61,0,0
15.81,0,0
16.01,1,0
16.22,1,0
16.52,0,0
16.82,1,17.74
17.84,0,18.55
18.65,1,19.46,1
19.66,1,0
19.86,0,0
20.07,0,0
20.27,1,0
20.47,1,0
20.57,0,0
20.78,0,0
20.88,1,0
21.28,1,0
21.49,1,0
21.69,0,0
21.89,0,0
21.99,1,0
22.09,0,0
22.30,0,0,1
22.50,1,0,1
22.91,1,0
23.11,1,0
23.31,0,0
23.51,1,0
23.72,1,0
23.82,0,0
24.02,0,0
24.12,1,0
24.53,1,0
24.73,1,0
24.93,0,0
25.14,1,0
25.24,0,0
25.44,1,0
25.64,0,0
25.84,0,26.66
26.76,1,0
26.96,1,0
27.16,0,0
27.26,1,0
27.47,0,27.97
28.38,1,0
28.58,1,0
28.78,0,0
28.89,1,0
29.19,0,0
29.49,0,0
29.73,1,32.43,1
32.64,1,0
32.84,1,0
33.04,0,0
33.24,1,0
33.45,1,0
33.55,0,0
33.75,0,0
33.85,1,0
34.26,1,0
34.46,1,0
34.66,0,0
34.86,0,0
34.97,1,0
35.17,0,0
35.88,1,0
36.08,1,0
36.28,0,0
36.49,1,0
36.69,1,0
36.79,0,0
36.99,0,0
37.09,1,0
37.40,1,0
37.60,1,0
37.80,0,0
38.11,0,0
38.21,1,0
38.41,0,0
38.61,0,0
38.72,1,0
38.82,0,39.53
39.73,1,0
39.93,1,0
40.14,0,0
40.24,1,0
40.44,1,41.25
41.35,1,0
41.55,1,0
41.76,0,0
41.86,1,0
42.16,0,0
42.36,0,0
42.77,1,45.41,1
45.81,0,0
46.01,0,0
46.22,1,0
46.52,1,0
46.82,0,0
47.03,0,0
47.30,1,0
47.64,0,48.65
49.05,0,0
49.26,0,0
49.46,1,0
49.76,1,0
50.07,0,0
50.27,0,0
50.57,1,51.89
52.30,0,0
52.50,0,0
52.70,1,0
53.01,1,0
53.31,0,0
53.51,1,0
53.82,1,0
54.12,0,54.73
54.93,1,0
55.03,0,0
55.14,1,0
55.34,1,0
55.54,0,0
55.64,1,0
55.81,0,0
56.15,1,0
56.49,0,0
56.76,1,58.18
58.78,0,0
58.99,0,0
59.19,1,0
59.49,1,0
59.80,0,0
60,0,0
60.30,1,0
60.61,0,61.52
62.03,0,0
62.23,0,0
62.43,1,0
62.74,1,0
63.04,0,0
63.24,0,0
63.51,1,64.76
65.27,0,0
65.47,0,0
65.68,1,0
65.98,1,0
66.28,0,0
66.49,1,0
66.79,1,0
67.09,0,67.80
67.91,1,0
68.01,0,0
68.11,1,0
68.31,1,0
68.51,0,0
68.61,1,0
68.72,0,69.43
69.53,1,0
69.63,0,0
69.73,1,0
69.93,1,0
70.14,0,0
70.24,1,0
70.44,0,0
70.84,0,0
71.08,1,0
71.35,0,72.67
72.97,1,73.58
73.78,0,74.39
74.59,0,0
74.90,0,0
75.20,0,0
75.41,0,0
75.71,0,0
76.01,0,0
76.22,0,0
76.52,0,0
76.82,0,0
77.03,0,0
77.30,1,0
77.64,1,0
77.84,0,0
78.14,0,0
78.45,0,0
78.65,0,0
78.95,0,0
79.26,0,0
79.46,0,0
79.76,0,0
80.07,0,0
80.27,0,0
80.57,1,0
80.88,1,0
81.08,1,0
81.39,1,0
81.69,1,0
81.89,1,0
82.20,1,0
82.50,1,0
82.70,1,0
83.01,1,0
83.31,1,0
83.51,1,0
83.82,0,0,1
84.12,1,0,1
84.32,1,0
84.63,1,0
84.93,1,0
85.14,1,0
85.44,1,0
85.74,1,0
85.95,1,0
86.25,1,0
86.55,1,0
86.76,1,0
87.06,0,0
87.36,1,0
87.57,1,0
87.77,0,0,1
87.97,1,0
88.18,1,0,1
88.58,1,0
88.99,0,89.29
89.39,1,0,1
89.59,1,0
89.80,1,0
90,0,0
90.20,0,0
90.41,0,0
90.61,1,0
91.01,0,0
91.32,0,0
91.62,1,0
91.93,1,0
92.23,1,0
92.64,1,92.94
93.04,1,0
93.24,1,0
93.34,0,0
93.55,0,0
93.85,1,0
94.05,1,0
94.26,0,0
94.46,1,0
94.66,1,0
95.07,1,0
95.47,0,95.78
95.88,1,0
96.08,1,0
96.28,0,0
96.49,0,0
96.69,0,0
96.89,1,0
97.09,1,0
97.50,0,0
97.80,0,0
98.11,0,0
98.41,0,0
98.72,1,0
99.12,1,99.43
99.53,1,0
99.73,1,0
99.83,0,0
100.03,0,0
100.34,1,0
100.74,1,0
100.95,1,0
101.15,0,0
101.35,1,0
101.55,1,0
101.76,0,0
101.96,0,0
102.16,1,0
102.36,1,103.28
103.38,1,0
103.58,0,0
103.78,1,105.30
105.41,1,106.11
106.22,0,106.93
107.03,1,0
107.23,0,0
107.43,1,0
107.64,0,0
